id,true_label,primary_pred,all_preds,is_comorbidity,rationale,raw_snippet
3154,5,0,0,False,"The comment suggests anxiety about a social interaction.","```json {     'predicted_labels': [0],     'is_com"
3787,5,0,0,False,"Statement reflects anxiety about social expectations.","```json {     'predicted_labels': [0],     'is_com"
5400,1,1,1,False,"The post expresses a sense of hopelessness and despair.","```json {     'predicted_labels': [1],     'is_com"
6452,5,-1,[],False,"No symptoms of mental health conditions are present.","```json {     'predicted_labels': [],     'is_como"
7538,3,3,3,False,"The post describes classic OCD symptoms.","```json {     'predicted_labels': [3],     'is_com"
8761,2,2,2;0,True,"Symptoms suggest ADHD and anxiety co-occurring.","```json {     'predicted_labels': [2, 0],     'is_"
764,4,-1,[],False,"The post shows no signs of mental health conditions.","```json {     'predicted_labels': [],     'is_como"
5018,0,0,0,False,"The post focuses on anxiety management techniques.","```json {     'predicted_labels': [0],     'is_com"
4902,0,0,0,False,"Expression of anxiety and worry about a loved one.","```json {     'predicted_labels': [0],     'is_com"
6720,1,1,1,False,"Expression of low self-worth and financial insecurity.","```json {     'predicted_labels': [1],     'is_com"
6842,1,1,1,False,"Expression of despair and hopelessness.","```json {     'predicted_labels': [1],     'is_com"
2165,1,1,1,False,"Expression suggests a focus on self-improvement.","```json {     'predicted_labels': [1],     'is_com"
1862,0,4,4,False,"Focus on nausea and potential acid reflux suggests eating disorder.","```json {     'predicted_labels': [4],     'is_com"
9974,0,0,0,False,"The post expresses anxiety about medication withdrawal.","```json {     'predicted_labels': [0],     'is_com"
8881,2,2,2,False,"The description suggests hyperfocus and a need for stimulation.","```json {     'predicted_labels': [2],     'is_com"
2340,5,0,0,False,"Disinterest and negativity suggest possible anxiety.","```json {     'predicted_labels': [0],     'is_com"
7712,3,3,3,False,"Obsessive thoughts and compulsive behaviors are described.","```json {     'predicted_labels': [3],     'is_com"
5441,1,1,1,False,"Expressions of self-hatred suggest depression.","```json {     'predicted_labels': [1],     'is_com"
4003,2,0,0,False,"Anxiety stemming from societal injustice and fear.","```json {     'predicted_labels': [0],     'is_com"
1123,4,4,4,True,"The post explicitly mentions an eating disorder.","{     'predicted_labels': [4],     'is_comorbidity"
5428,1,0,0,False,"Sleep disturbances suggest anxiety.","```json {     'predicted_labels': [0],     'is_com"
4049,3,3,3,False,"The post describes intrusive and unwanted thoughts.","```json {     'predicted_labels': [3],     'is_com"
9579,2,2,2;0,True,"Symptoms suggest ADHD and anxiety co-occurring.","```json {     'predicted_labels': [2, 0],     'is_"
765,4,4,4,True,"Purging and electrolyte imbalance suggest an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
2344,5,0,0,False,"The statement suggests anxiety about appearance.","```json {     'predicted_labels': [0],     'is_com"
4071,2,0,0,False,"Fear of saying something inappropriate suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
5076,0,0,0,False,"Focus on medication for managing anxiety symptoms.","```json {     'predicted_labels': [0],     'is_com"
4216,2,1,1,False,"Expressions of sadness and hopelessness suggest depression.","```json {     'predicted_labels': [1],     'is_com"
7377,1,0,0,False,"The post suggests a possible anxiety response.","```json {     'predicted_labels': [0],     'is_com"
5969,1,0,0,False,"Social anxiety is evident in the text.","```json {     'predicted_labels': [0],     'is_com"
3350,5,0,0,False,"Emphasis on backup plans suggests anxiety about the future.","```json {     'predicted_labels': [0],     'is_com"
4694,2,1,1,False,"Missing a past relationship suggests possible depression.","```json {     'predicted_labels': [1],     'is_com"
3399,5,0,0,False,"Skepticism and saltiness suggest anxiety.","```json {     'predicted_labels': [0],     'is_com"
4081,2,2,2,False,"Leaving belongings in unusual places suggests ADHD.","```json {     'predicted_labels': [2],     'is_com"
6987,1,0,0,False,"Music preference doesn't indicate a specific disorder.","```json {     'predicted_labels': [0],     'is_com"
1224,4,0,0,False,"The post suggests concern for another's well-being.","```json {     'predicted_labels': [0],     'is_com"
6291,5,4,4,False,"Concerns about size suggest an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
3122,5,2,2,False,"Focus on squad play suggests difficulty with solo tasks.","```json {     'predicted_labels': [2],     'is_com"
510,4,4,4,False,"Fear of bingeing and food choices indicate an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
6429,5,0,0,False,"The statement suggests anxiety about a performance.","```json {     'predicted_labels': [0],     'is_com"
8180,2,1,1,False,"Expression suggests low mood and potential irritability.","```json {     'predicted_labels': [1],     'is_com"
5028,0,0,0,False,"Anxiety attacks are the primary symptom described.","```json {     'predicted_labels': [0],     'is_com"
96,1,0,0,False,"Expressing relief and finding something useful suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
4789,0,0,0,False,"Post focuses on anxiety and its management.","```json {     'predicted_labels': [0],     'is_com"
1512,0,0,0,False,"The question suggests anxiety about communication.","```json {     'predicted_labels': [0],     'is_com"
8043,2,2,2,False,"The advice suggests ADHD-related need for stimulation.","```json {     'predicted_labels': [2],     'is_com"
119,1,1,1,True,"Frequent sick leave suggests possible depression.","```json {     'predicted_labels': [1],     'is_com"
9043,5,0,0,False,"Dislike of a movie suggests potential anxiety.","```json {     'predicted_labels': [0],     'is_com"
6516,5,0,0,False,"Expression of frustration suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
33,0,0,0,False,"Social anxiety is evident in discomfort with small talk.","```json {     'predicted_labels': [0],     'is_com"
6245,5,1,1,False,"Expression of sadness and hopelessness suggests depression.","```json {     'predicted_labels': [1],     'is_com"
9683,1,1,1,False,"Self-consciousness and negative self-image are indicative of depression.","```json {     'predicted_labels': [1],     'is_com"
8979,1,0,0,False,"The post discusses stress hormones and seasonal affective disorder.","```json {     'predicted_labels': [0],     'is_com"
1068,4,4,4,False,"The post describes restrictive eating behaviors.","```json {     'predicted_labels': [4],     'is_com"
1347,3,0,0,False,"regex_extracted","```json {     'predicted_labels': [0],     'is_com"
6045,3,3,3,False,"The post describes classic OCD themes of analyzing thoughts and feelings.","```json {     'predicted_labels': [3],     'is_com"
6004,3,1,1,False,"Recurrent thoughts of stopping everything suggest depression.","```json {     'predicted_labels': [1],     'is_com"
9142,5,2,2,False,"The statement suggests difficulty distinguishing reality from fantasy.","```json {     'predicted_labels': [2],     'is_com"
3817,5,2,2,False,"Seeking out controversial content suggests impulsivity.","```json {     'predicted_labels': [2],     'is_com"
9748,3,0,0,False,"Focus on uncertainty and acceptance aligns with anxiety.","```json {     'predicted_labels': [0],     'is_com"
5268,5,-1,[],False,"The post does not indicate any mental health condition.","```json {     'predicted_labels': [],     'is_como"
6896,1,4,4,False,"Concern about weight gain suggests an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
5308,5,-1,[],False,"No symptoms of any listed conditions are present.","```json {     'predicted_labels': [],     'is_como"
31,1,0,0,False,"Statement suggests social anxiety and self-doubt.","```json {     'predicted_labels': [0],     'is_com"
6699,1,1,1,False,"Frequent， intrusive thoughts suggest depressive symptoms.","```json {     'predicted_labels': [1],     'is_com"
4386,2,4,4,False,"Hoarding is a key symptom of an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
29,1,1,1,False,"The statement reflects emotional distress and negativity.","```json {     'predicted_labels': [1],     'is_com"
4202,0,0,0,False,"Statement suggests a need to overcome avoidance.","```json {     'predicted_labels': [0],     'is_com"
7506,3,1,1,False,"Expression of sadness and hopelessness suggests depression.","```json {     'predicted_labels': [1],     'is_com"
735,4,4,4,False,"The post discusses seeking help for an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
2067,0,0,0,False,"Sleep disruption is a common anxiety symptom.","```json {     'predicted_labels': [0],     'is_com"
106,1,1,1,False,"The post expresses a focus on depression and its causes.","```json {     'predicted_labels': [1],     'is_com"
9357,5,0,0,False,"Expressing fear from a past experience suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
8893,2,0,0,False,"Symptoms suggest a panic attack episode.","```json {     'predicted_labels': [0],     'is_com"
8068,2,0,0,False,"Symptoms clearly indicate anxiety disorder.","```json {     'predicted_labels': [0],     'is_com"
2232,3,3,3,True,"The post describes intrusive thoughts and a need for control.","```json {     'predicted_labels': [3],     'is_com"
993,4,4,4,False,"Rigid food structure suggests an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
9411,2,1,1,False,"Relating to 'broken characters' may indicate depression.","```json {     'predicted_labels': [1],     'is_com"
7331,1,1,1,False,"Self-hatred and fear suggest depressive symptoms.","```json {     'predicted_labels': [1],     'is_com"
6582,4,4,4,True,"Mention of eating disorder and drug use suggests potential comorbidity.","```json {     'predicted_labels': [4],     'is_com"
360,4,4,4,False,"Binge eating and purging are hallmarks of an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
304,4,4,4,False,"Focus on body image and extreme eating habits.","```json {     'predicted_labels': [4],     'is_com"
2627,2,2,2,False,"Frustration with misdiagnosis suggests ADHD.","```json {     'predicted_labels': [2],     'is_com"
8964,1,1,1,False,"The post expresses symptoms consistent with depression.","```json {     'predicted_labels': [1],     'is_com"
4513,2,1,1,True,"The post expresses distress about a relationship.","```json {     'predicted_labels': [1],     'is_com"
5909,1,0,0,False,"Existential questioning suggests anxiety about self-identity.","```json {     'predicted_labels': [0],     'is_com"
7116,1,0,0,False,"The post expresses excitement and pride， suggesting anxiety relief.","```json {     'predicted_labels': [0],     'is_com"
3100,5,0,0,False,"Focus on a broken object suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
5702,1,0,0,False,"The post suggests anxiety about a medical condition.","```json {     'predicted_labels': [0],     'is_com"
3898,1,1,1,False,"Expression of pessimism and negativity aligns with depression.","```json {     'predicted_labels': [1],     'is_com"
7828,2,0,0,False,"Emphasis on medication suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
4797,0,2,2,False,"Emphasis on routine and scripted responses suggests ADHD.","```json {     'predicted_labels': [2],     'is_com"
621,4,4,4,False,"Desire for thinness and flat appearance suggests an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
7234,1,1,1,False,"Expressions of worthlessness and hopelessness suggest depression.","```json {     'predicted_labels': [1],     'is_com"
2498,2,1,1,False,"Persistent sadness and feelings of failure suggest depression.","```json {     'predicted_labels': [1],     'is_com"
713,4,1,1,False,"Focus on brain function suggests depressive thinking.","```json {     'predicted_labels': [1],     'is_com"
8402,2,1,1,False,"Negative self-talk and internal conflict suggest depression.","```json {     'predicted_labels': [1],     'is_com"
2855,5,0,0,False,"The post expresses doubt and frustration.","```json {     'predicted_labels': [0],     'is_com"
4269,2,2,2,False,"Difficulty finishing sentences suggests inattention.","```json {     'predicted_labels': [2],     'is_com"
2908,5,0,0,False,"The post expresses negativity and frustration.","```json {     'predicted_labels': [0],     'is_com"
4934,0,0,0,False,"Anxiety is mentioned and the post focuses on a stressful situation.","{     'predicted_labels': [0],     'is_comorbidity"
4516,2,0,0,False,"Post suggests anxiety related to removal.","```json {     'predicted_labels': [0],     'is_com"
1261,4,1,1,False,"The statement reflects a sense of shared sadness and hopelessness.","```json {     'predicted_labels': [1],     'is_com"
3160,5,-1,[],False,"The post expresses positive sentiment and engagement.","```json {     'predicted_labels': [],     'is_como"
970,4,0,0,False,"Concern about server/user deletion suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
3912,0,0,0,False,"Fear and anxiety are expressed regarding a firearm.","```json {     'predicted_labels': [0],     'is_com"
5197,5,1,1,False,"Loneliness and sadness suggest depressive symptoms.","```json {     'predicted_labels': [1],     'is_com"
8845,0,1,1,False,"Walking on eggshells suggests emotional reactivity.","```json {     'predicted_labels': [1],     'is_com"
259,4,4,4,False,"Focus on calorie restriction and food avoidance suggests an eating disorder.","```json {     'predicted_labels': [4],     'is_com"
3790,5,2,2,False,"Impulsive behavior and difficulty with social interaction.","```json {     'predicted_labels': [2],     'is_com"
9767,3,0,0,False,"Eye rolling during stress suggests anxiety response.","```json {     'predicted_labels': [0],     'is_com"
487,4,0,0,False,"The post indicates stress-induced symptoms.","```json {     'predicted_labels': [0],     'is_com"
8689,2,0,0,False,"Confusion and uncertainty suggest anxiety.","```json {     'predicted_labels': [0],     'is_com"
518,4,0,0,False,"Constipation and diarrhea can cause anxiety.","```json {     'predicted_labels': [0],     'is_com"
7847,1,0,0,False,"Focus on others' perceptions suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
311,4,4,4,False,"Binging suggests a possible eating disorder.","```json {     'predicted_labels': [4],     'is_com"
3231,5,0,0,False,"The statement suggests anxiety about social identity.","```json {     'predicted_labels': [0],     'is_com"
4794,0,0,0,False,"Expresses concern about a potentially abnormal amount.","```json {     'predicted_labels': [0],     'is_com"
7456,1,0,0,False,"Expressing shared feelings of anxiety is suggestive.","```json {     'predicted_labels': [0],     'is_com"
9782,5,2,2,False,"Focus on repetitive patterns in gameplay suggests ADHD.","```json {     'predicted_labels': [2],     'is_com"
4626,2,0,0,False,"The post suggests anxiety about inefficiency.","```json {     'predicted_labels': [0],     'is_com"
8075,2,2,2,False,"Request for medication suggests ADHD symptoms.","```json {     'predicted_labels': [2],     'is_com"
8077,2,0,0,False,"The post expresses anxiety about a medical transition.","```json {     'predicted_labels': [0],     'is_com"
6789,1,1,1,True,"Emotional numbness and dissociation are common in depression.","```json {     'predicted_labels': [1],     'is_com"
4582,2,0,0,False,"Social anxiety is evident in the user's description.","```json {     'predicted_labels': [0],     'is_com"
2737,2,0,0,False,"Query about sleep aid suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
8625,2,0,0,False,"Sleep deprivation can contribute to anxiety.","```json {     'predicted_labels': [0],     'is_com"
6260,5,2,2,False,"Focus on gameplay suggests potential ADHD.","```json {     'predicted_labels': [2],     'is_com"
7794,1,0,0,False,"Lack of relatability suggests social anxiety.","```json {     'predicted_labels': [0],     'is_com"
1247,4,0,0,False,"Positive tone suggests anxiety， not other conditions.","```json {     'predicted_labels': [0],     'is_com"
7244,1,0,0;1,True,"Anxiety and depression manifest in fear and emotional distress.","```json {     'predicted_labels': [0, 1],     'is_"
4194,1,1,1,False,"The statement reflects a potential depressive outlook.","```json {     'predicted_labels': [1],     'is_com"
7999,2,0,0,False,"The post suggests anxiety about communication.","```json {     'predicted_labels': [0],     'is_com"
7376,1,0,0,False,"The statement suggests uncertainty and lack of direction.","```json {     'predicted_labels': [0],     'is_com"
3434,5,-1,[],False,"The post shows no signs of mental health conditions.","```json {     'predicted_labels': [],     'is_como"
7834,2,0,0,False,"Excessive worry and avoidance of negative thoughts are indicative of anxiety.","```json {     'predicted_labels': [0],     'is_com"
958,4,0,0,False,"The post expresses anxiety about college life.","```json {     'predicted_labels': [0],     'is_com"
416,4,1,1,False,"Expression of sadness and strength in hardship suggests depression.","```json {     'predicted_labels': [1],     'is_com"
9925,5,1,1,False,"The phrase suggests sadness and a need to calm down.","```json {     'predicted_labels': [1],     'is_com"
6726,2,0,0,False,"The post expresses anxiety about a medical situation.","```json {     'predicted_labels': [0],     'is_com"
4381,2,2,2;1,True,"ADD/ADHD and depression are often comorbid.","```json {     'predicted_labels': [2, 1],     'is_"
7582,3,0,0,False,"Expresses a desire for balance and comfort in shared experiences.","```json {     'predicted_labels': [0],     'is_com"
1112,4,0,0,False,"The post expresses frustration with limitations.","```json {     'predicted_labels': [0],     'is_com"
2688,2,0,0,False,"Exuberant language suggests possible anxiety.","```json {     'predicted_labels': [0],     'is_com"
8309,2,2,2,False,"Statement suggests potential ADHD based on self-perception.","```json {     'predicted_labels': [2],     'is_com"
9564,1,1,1,False,"Expressions of sadness and social withdrawal suggest depression.","```json {     'predicted_labels': [1],     'is_com"
9949,4,0,0,False,"The post expresses fear of betrayal and social isolation.","```json {     'predicted_labels': [0],     'is_com"
3410,5,1,1,False,"The statement reflects a sense of hopelessness.","```json {     'predicted_labels': [1],     'is_com"
80,1,0,0,False,"The suggestion implies anxiety about forgetting.","```json {     'predicted_labels': [0],     'is_com"
8362,2,2,2,False,"Symptoms of inattention and impulsivity are described.","```json {     'predicted_labels': [2],     'is_com"
1373,3,3,3,False,"Compulsive engagement with pornography suggests OCD.","```json {     'predicted_labels': [3],     'is_com"
1509,3,0,0,False,"Query about cause suggests anxiety about health.","```json {     'predicted_labels': [0],     'is_com"
7515,3,0,0,False,"Expresses a need to chill out， suggesting anxiety.","```json {     'predicted_labels': [0],     'is_com"
3070,5,2,2,False,"Possible ADHD indicated by continued use despite negative consequences.","```json {     'predicted_labels': [2],     'is_com"
3015,5,0,0;3,True,"Anger and rigid thinking suggest both anxiety and OCD.","```json {     'predicted_labels': [0, 3],     'is_"
9636,2,1,1;2,True,"Symptoms of depression and ADHD are present.","```json {     'predicted_labels': [1, 2],     'is_"
7820,2,2,2,False,"Discussion of ADHD and medication effectiveness.","```json {     'predicted_labels': [2],     'is_com"
92,0,0,0,False,"Empathy and relating to others suggests anxiety.","```json {     'predicted_labels': [0],     'is_com"
9392,5,0,0,False,"Content suggests enjoyment and potential stress relief.","```json {     'predicted_labels': [0],     'is_com"
8048,2,0,0;1,True,"Fear and dread suggest anxiety， while hopelessness is indicative of depression.","```json {     'predicted_labels': [0, 1],     'is_"
4442,2,2,2,False,"Humor masking potential ADHD symptoms.","```json {     'predicted_labels': [2],     'is_com"
7600,3,3,3,False,"The post suggests repetitive， intrusive thoughts.","```json {     'predicted_labels': [3],     'is_com"
3834,5,1,1,False,"Blaming others and negativity suggest depression.","```json {     'predicted_labels': [1],     'is_com"
9700,1,0,0,False,"The post expresses a need for professional help for anxiety.","```json {     'predicted_labels': [0],     'is_com"
4321,2,0,0,False,"Alcohol consumption patterns suggest anxiety.","```json {     'predicted_labels': [0],     'is_com"
3393,5,2,2,False,"Focus on collecting items suggests potential ADHD.","```json {     'predicted_labels': [2],     'is_com"
4750,2,0,0;1,True,"Expressions of anxiety and potential depressive symptoms.","```json {     'predicted_labels': [0, 1],     'is_"
