id,true_label,primary_pred,all_preds,is_comorbidity,rationale,raw_snippet,Accuracy
799,4,-1,[],False,The post expresses nostalgia， not clinical symptoms.,"```json {     'predicted_labels': [],     'is_como",False
3570,5,0,0,False,Seeking advice on a platform suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
2894,5,0,0,False,Expression suggests anxiety about quality and control.,"```json {     'predicted_labels': [0],     'is_com",False
2927,5,0,0,False,The post expresses frustration and negativity.,"```json {     'predicted_labels': [0],     'is_com",False
7445,1,1,1,True,Substance use as a coping mechanism for emotional numbness.,"```json {     'predicted_labels': [1],     'is_com",True
971,4,4,4,False,Concern about digestion suggests potential eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
8344,2,1,1,False,Expression of low mood and negative outlook.,"```json {     'predicted_labels': [1],     'is_com",False
8574,2,2,2,False,Forgetting medication is a common ADHD symptom.,"```json {     'predicted_labels': [2],     'is_com",True
2020,0,0,0,False,The post explicitly mentions anxiety symptoms.,"```json {     'predicted_labels': [0],     'is_com",True
9053,5,0,0,False,Dismissing others as trolls suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
952,4,4,4,False,The post describes a restrictive eating pattern.,"```json {     'predicted_labels': [4],     'is_com",True
5358,5,0,0,False,The post suggests anxiety related to fear of insects.,"```json {     'predicted_labels': [0],     'is_com",False
3857,5,2,2,False,Impulsive disregard for safety rules suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
5860,1,1,1,False,Expressions of anger， disappointment， and exhaustion suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
3145,5,-1,[],False,The post does not indicate any mental health symptoms.,"```json {     'predicted_labels': [],     'is_como",False
3305,5,2,2,False,Focus on gaming and potential impulsivity.,"```json {     'predicted_labels': [2],     'is_com",False
3006,5,0,0,False,Relief at avoiding a permanent mark suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7436,1,1,1,False,Self-harm and coping mechanisms suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
8876,2,1,1,False,Expression of gratitude may indicate depression.,"```json {     'predicted_labels': [1],     'is_com",False
8608,2,4,4,True,History of eating issues and avoidance of weight checks.,"```json {     'predicted_labels': [4],     'is_com",False
7379,1,0,0,False,The post expresses anger and judgment， suggesting anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
9237,5,0,0,False,The post suggests a possible anxiety-driven compulsion.,"```json {     'predicted_labels': [0],     'is_com",False
1056,4,4,4,False,The post discusses binge eating and calorie control.,"```json {     'predicted_labels': [4],     'is_com",True
3154,5,0,0,False,The comment suggests anxiety about a social interaction.,"```json {     'predicted_labels': [0],     'is_com",False
3787,5,0,0,False,Statement reflects anxiety about social expectations.,"```json {     'predicted_labels': [0],     'is_com",False
5400,1,1,1,False,The post expresses a sense of hopelessness and despair.,"```json {     'predicted_labels': [1],     'is_com",True
6452,5,-1,[],False,No symptoms of mental health conditions are present.,"```json {     'predicted_labels': [],     'is_como",False
7538,3,3,3,False,The post describes classic OCD symptoms.,"```json {     'predicted_labels': [3],     'is_com",True
8761,2,2,2;0,True,Symptoms suggest ADHD and anxiety co-occurring.,"```json {     'predicted_labels': [2, 0],     'is_",True
764,4,-1,[],False,The post shows no signs of mental health conditions.,"```json {     'predicted_labels': [],     'is_como",False
5018,0,0,0,False,The post focuses on anxiety management techniques.,"```json {     'predicted_labels': [0],     'is_com",True
4902,0,0,0,False,Expression of anxiety and worry about a loved one.,"```json {     'predicted_labels': [0],     'is_com",True
6720,1,1,1,False,Expression of low self-worth and financial insecurity.,"```json {     'predicted_labels': [1],     'is_com",True
6842,1,1,1,False,Expression of despair and hopelessness.,"```json {     'predicted_labels': [1],     'is_com",True
2165,1,1,1,False,Expression suggests a focus on self-improvement.,"```json {     'predicted_labels': [1],     'is_com",True
1862,0,4,4,False,Focus on nausea and potential acid reflux suggests eating disorder.,"```json {     'predicted_labels': [4],     'is_com",False
9974,0,0,0,False,The post expresses anxiety about medication withdrawal.,"```json {     'predicted_labels': [0],     'is_com",True
8881,2,2,2,False,The description suggests hyperfocus and a need for stimulation.,"```json {     'predicted_labels': [2],     'is_com",True
2340,5,0,0,False,Disinterest and negativity suggest possible anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7712,3,3,3,False,Obsessive thoughts and compulsive behaviors are described.,"```json {     'predicted_labels': [3],     'is_com",True
5441,1,1,1,False,Expressions of self-hatred suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
4003,2,0,0,False,Anxiety stemming from societal injustice and fear.,"```json {     'predicted_labels': [0],     'is_com",False
1123,4,4,4,True,The post explicitly mentions an eating disorder.,"{     'predicted_labels': [4],     'is_comorbidity",True
5428,1,0,0,False,Sleep disturbances suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
4049,3,3,3,False,The post describes intrusive and unwanted thoughts.,"```json {     'predicted_labels': [3],     'is_com",True
9579,2,2,2;0,True,Symptoms suggest ADHD and anxiety co-occurring.,"```json {     'predicted_labels': [2, 0],     'is_",True
765,4,4,4,True,Purging and electrolyte imbalance suggest an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
2344,5,0,0,False,The statement suggests anxiety about appearance.,"```json {     'predicted_labels': [0],     'is_com",False
4071,2,0,0,False,Fear of saying something inappropriate suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5076,0,0,0,False,Focus on medication for managing anxiety symptoms.,"```json {     'predicted_labels': [0],     'is_com",True
4216,2,1,1,False,Expressions of sadness and hopelessness suggest depression.,"```json {     'predicted_labels': [1],     'is_com",False
7377,1,0,0,False,The post suggests a possible anxiety response.,"```json {     'predicted_labels': [0],     'is_com",False
5969,1,0,0,False,Social anxiety is evident in the text.,"```json {     'predicted_labels': [0],     'is_com",False
3350,5,0,0,False,Emphasis on backup plans suggests anxiety about the future.,"```json {     'predicted_labels': [0],     'is_com",False
4694,2,1,1,False,Missing a past relationship suggests possible depression.,"```json {     'predicted_labels': [1],     'is_com",False
3399,5,0,0,False,Skepticism and saltiness suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
4081,2,2,2,False,Leaving belongings in unusual places suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",True
6987,1,0,0,False,Music preference doesn't indicate a specific disorder.,"```json {     'predicted_labels': [0],     'is_com",False
1224,4,0,0,False,The post suggests concern for another's well-being.,"```json {     'predicted_labels': [0],     'is_com",False
6291,5,4,4,False,Concerns about size suggest an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",False
3122,5,2,2,False,Focus on squad play suggests difficulty with solo tasks.,"```json {     'predicted_labels': [2],     'is_com",False
510,4,4,4,False,Fear of bingeing and food choices indicate an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
6429,5,0,0,False,The statement suggests anxiety about a performance.,"```json {     'predicted_labels': [0],     'is_com",False
8180,2,1,1,False,Expression suggests low mood and potential irritability.,"```json {     'predicted_labels': [1],     'is_com",False
5028,0,0,0,False,Anxiety attacks are the primary symptom described.,"```json {     'predicted_labels': [0],     'is_com",True
96,1,0,0,False,Expressing relief and finding something useful suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
4789,0,0,0,False,Post focuses on anxiety and its management.,"```json {     'predicted_labels': [0],     'is_com",True
1512,0,0,0,False,The question suggests anxiety about communication.,"```json {     'predicted_labels': [0],     'is_com",True
8043,2,2,2,False,The advice suggests ADHD-related need for stimulation.,"```json {     'predicted_labels': [2],     'is_com",True
119,1,1,1,True,Frequent sick leave suggests possible depression.,"```json {     'predicted_labels': [1],     'is_com",True
9043,5,0,0,False,Dislike of a movie suggests potential anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
6516,5,0,0,False,Expression of frustration suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
33,0,0,0,False,Social anxiety is evident in discomfort with small talk.,"```json {     'predicted_labels': [0],     'is_com",True
6245,5,1,1,False,Expression of sadness and hopelessness suggests depression.,"```json {     'predicted_labels': [1],     'is_com",False
9683,1,1,1,False,Self-consciousness and negative self-image are indicative of depression.,"```json {     'predicted_labels': [1],     'is_com",True
8979,1,0,0,False,The post discusses stress hormones and seasonal affective disorder.,"```json {     'predicted_labels': [0],     'is_com",False
1068,4,4,4,False,The post describes restrictive eating behaviors.,"```json {     'predicted_labels': [4],     'is_com",True
1347,3,0,0,False,regex_extracted,"```json {     'predicted_labels': [0],     'is_com",False
6045,3,3,3,False,The post describes classic OCD themes of analyzing thoughts and feelings.,"```json {     'predicted_labels': [3],     'is_com",True
6004,3,1,1,False,Recurrent thoughts of stopping everything suggest depression.,"```json {     'predicted_labels': [1],     'is_com",False
9142,5,2,2,False,The statement suggests difficulty distinguishing reality from fantasy.,"```json {     'predicted_labels': [2],     'is_com",False
3817,5,2,2,False,Seeking out controversial content suggests impulsivity.,"```json {     'predicted_labels': [2],     'is_com",False
9748,3,0,0,False,Focus on uncertainty and acceptance aligns with anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5268,5,-1,[],False,The post does not indicate any mental health condition.,"```json {     'predicted_labels': [],     'is_como",False
6896,1,4,4,False,Concern about weight gain suggests an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",False
5308,5,-1,[],False,No symptoms of any listed conditions are present.,"```json {     'predicted_labels': [],     'is_como",False
31,1,0,0,False,Statement suggests social anxiety and self-doubt.,"```json {     'predicted_labels': [0],     'is_com",False
6699,1,1,1,False,Frequent， intrusive thoughts suggest depressive symptoms.,"```json {     'predicted_labels': [1],     'is_com",True
4386,2,4,4,False,Hoarding is a key symptom of an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",False
29,1,1,1,False,The statement reflects emotional distress and negativity.,"```json {     'predicted_labels': [1],     'is_com",True
4202,0,0,0,False,Statement suggests a need to overcome avoidance.,"```json {     'predicted_labels': [0],     'is_com",True
7506,3,1,1,False,Expression of sadness and hopelessness suggests depression.,"```json {     'predicted_labels': [1],     'is_com",False
735,4,4,4,False,The post discusses seeking help for an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
2067,0,0,0,False,Sleep disruption is a common anxiety symptom.,"```json {     'predicted_labels': [0],     'is_com",True
106,1,1,1,False,The post expresses a focus on depression and its causes.,"```json {     'predicted_labels': [1],     'is_com",True
9357,5,0,0,False,Expressing fear from a past experience suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
8893,2,0,0,False,Symptoms suggest a panic attack episode.,"```json {     'predicted_labels': [0],     'is_com",False
8068,2,0,0,False,Symptoms clearly indicate anxiety disorder.,"```json {     'predicted_labels': [0],     'is_com",False
2232,3,3,3,True,The post describes intrusive thoughts and a need for control.,"```json {     'predicted_labels': [3],     'is_com",True
993,4,4,4,False,Rigid food structure suggests an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
9411,2,1,1,False,Relating to 'broken characters' may indicate depression.,"```json {     'predicted_labels': [1],     'is_com",False
7331,1,1,1,False,Self-hatred and fear suggest depressive symptoms.,"```json {     'predicted_labels': [1],     'is_com",True
6582,4,4,4,True,Mention of eating disorder and drug use suggests potential comorbidity.,"```json {     'predicted_labels': [4],     'is_com",True
360,4,4,4,False,Binge eating and purging are hallmarks of an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
304,4,4,4,False,Focus on body image and extreme eating habits.,"```json {     'predicted_labels': [4],     'is_com",True
2627,2,2,2,False,Frustration with misdiagnosis suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",True
8964,1,1,1,False,The post expresses symptoms consistent with depression.,"```json {     'predicted_labels': [1],     'is_com",True
4513,2,1,1,True,The post expresses distress about a relationship.,"```json {     'predicted_labels': [1],     'is_com",False
5909,1,0,0,False,Existential questioning suggests anxiety about self-identity.,"```json {     'predicted_labels': [0],     'is_com",False
7116,1,0,0,False,The post expresses excitement and pride， suggesting anxiety relief.,"```json {     'predicted_labels': [0],     'is_com",False
3100,5,0,0,False,Focus on a broken object suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5702,1,0,0,False,The post suggests anxiety about a medical condition.,"```json {     'predicted_labels': [0],     'is_com",False
3898,1,1,1,False,Expression of pessimism and negativity aligns with depression.,"```json {     'predicted_labels': [1],     'is_com",True
7828,2,0,0,False,Emphasis on medication suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
4797,0,2,2,False,Emphasis on routine and scripted responses suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
621,4,4,4,False,Desire for thinness and flat appearance suggests an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
7234,1,1,1,False,Expressions of worthlessness and hopelessness suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
2498,2,1,1,False,Persistent sadness and feelings of failure suggest depression.,"```json {     'predicted_labels': [1],     'is_com",False
713,4,1,1,False,Focus on brain function suggests depressive thinking.,"```json {     'predicted_labels': [1],     'is_com",False
8402,2,1,1,False,Negative self-talk and internal conflict suggest depression.,"```json {     'predicted_labels': [1],     'is_com",False
2855,5,0,0,False,The post expresses doubt and frustration.,"```json {     'predicted_labels': [0],     'is_com",False
4269,2,2,2,False,Difficulty finishing sentences suggests inattention.,"```json {     'predicted_labels': [2],     'is_com",True
2908,5,0,0,False,The post expresses negativity and frustration.,"```json {     'predicted_labels': [0],     'is_com",False
4934,0,0,0,False,Anxiety is mentioned and the post focuses on a stressful situation.,"{     'predicted_labels': [0],     'is_comorbidity",True
4516,2,0,0,False,Post suggests anxiety related to removal.,"```json {     'predicted_labels': [0],     'is_com",False
1261,4,1,1,False,The statement reflects a sense of shared sadness and hopelessness.,"```json {     'predicted_labels': [1],     'is_com",False
3160,5,-1,[],False,The post expresses positive sentiment and engagement.,"```json {     'predicted_labels': [],     'is_como",False
970,4,0,0,False,Concern about server/user deletion suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
3912,0,0,0,False,Fear and anxiety are expressed regarding a firearm.,"```json {     'predicted_labels': [0],     'is_com",True
5197,5,1,1,False,Loneliness and sadness suggest depressive symptoms.,"```json {     'predicted_labels': [1],     'is_com",False
8845,0,1,1,False,Walking on eggshells suggests emotional reactivity.,"```json {     'predicted_labels': [1],     'is_com",False
259,4,4,4,False,Focus on calorie restriction and food avoidance suggests an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
3790,5,2,2,False,Impulsive behavior and difficulty with social interaction.,"```json {     'predicted_labels': [2],     'is_com",False
9767,3,0,0,False,Eye rolling during stress suggests anxiety response.,"```json {     'predicted_labels': [0],     'is_com",False
487,4,0,0,False,The post indicates stress-induced symptoms.,"```json {     'predicted_labels': [0],     'is_com",False
8689,2,0,0,False,Confusion and uncertainty suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
518,4,0,0,False,Constipation and diarrhea can cause anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7847,1,0,0,False,Focus on others' perceptions suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
311,4,4,4,False,Binging suggests a possible eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
3231,5,0,0,False,The statement suggests anxiety about social identity.,"```json {     'predicted_labels': [0],     'is_com",False
4794,0,0,0,False,Expresses concern about a potentially abnormal amount.,"```json {     'predicted_labels': [0],     'is_com",True
7456,1,0,0,False,Expressing shared feelings of anxiety is suggestive.,"```json {     'predicted_labels': [0],     'is_com",False
9782,5,2,2,False,Focus on repetitive patterns in gameplay suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
4626,2,0,0,False,The post suggests anxiety about inefficiency.,"```json {     'predicted_labels': [0],     'is_com",False
8075,2,2,2,False,Request for medication suggests ADHD symptoms.,"```json {     'predicted_labels': [2],     'is_com",True
8077,2,0,0,False,The post expresses anxiety about a medical transition.,"```json {     'predicted_labels': [0],     'is_com",False
6789,1,1,1,True,Emotional numbness and dissociation are common in depression.,"```json {     'predicted_labels': [1],     'is_com",True
4582,2,0,0,False,Social anxiety is evident in the user's description.,"```json {     'predicted_labels': [0],     'is_com",False
2737,2,0,0,False,Query about sleep aid suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
8625,2,0,0,False,Sleep deprivation can contribute to anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
6260,5,2,2,False,Focus on gameplay suggests potential ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
7794,1,0,0,False,Lack of relatability suggests social anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
1247,4,0,0,False,Positive tone suggests anxiety， not other conditions.,"```json {     'predicted_labels': [0],     'is_com",False
7244,1,0,0;1,True,Anxiety and depression manifest in fear and emotional distress.,"```json {     'predicted_labels': [0, 1],     'is_",False
4194,1,1,1,False,The statement reflects a potential depressive outlook.,"```json {     'predicted_labels': [1],     'is_com",True
7999,2,0,0,False,The post suggests anxiety about communication.,"```json {     'predicted_labels': [0],     'is_com",False
7376,1,0,0,False,The statement suggests uncertainty and lack of direction.,"```json {     'predicted_labels': [0],     'is_com",False
3434,5,-1,[],False,The post shows no signs of mental health conditions.,"```json {     'predicted_labels': [],     'is_como",False
7834,2,0,0,False,Excessive worry and avoidance of negative thoughts are indicative of anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
958,4,0,0,False,The post expresses anxiety about college life.,"```json {     'predicted_labels': [0],     'is_com",False
416,4,1,1,False,Expression of sadness and strength in hardship suggests depression.,"```json {     'predicted_labels': [1],     'is_com",False
9925,5,1,1,False,The phrase suggests sadness and a need to calm down.,"```json {     'predicted_labels': [1],     'is_com",False
6726,2,0,0,False,The post expresses anxiety about a medical situation.,"```json {     'predicted_labels': [0],     'is_com",False
4381,2,2,2;1,True,ADD/ADHD and depression are often comorbid.,"```json {     'predicted_labels': [2, 1],     'is_",True
7582,3,0,0,False,Expresses a desire for balance and comfort in shared experiences.,"```json {     'predicted_labels': [0],     'is_com",False
1112,4,0,0,False,The post expresses frustration with limitations.,"```json {     'predicted_labels': [0],     'is_com",False
2688,2,0,0,False,Exuberant language suggests possible anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
8309,2,2,2,False,Statement suggests potential ADHD based on self-perception.,"```json {     'predicted_labels': [2],     'is_com",True
9564,1,1,1,False,Expressions of sadness and social withdrawal suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
9949,4,0,0,False,The post expresses fear of betrayal and social isolation.,"```json {     'predicted_labels': [0],     'is_com",False
3410,5,1,1,False,The statement reflects a sense of hopelessness.,"```json {     'predicted_labels': [1],     'is_com",False
80,1,0,0,False,The suggestion implies anxiety about forgetting.,"```json {     'predicted_labels': [0],     'is_com",False
8362,2,2,2,False,Symptoms of inattention and impulsivity are described.,"```json {     'predicted_labels': [2],     'is_com",True
1373,3,3,3,False,Compulsive engagement with pornography suggests OCD.,"```json {     'predicted_labels': [3],     'is_com",True
1509,3,0,0,False,Query about cause suggests anxiety about health.,"```json {     'predicted_labels': [0],     'is_com",False
7515,3,0,0,False,Expresses a need to chill out， suggesting anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
3070,5,2,2,False,Possible ADHD indicated by continued use despite negative consequences.,"```json {     'predicted_labels': [2],     'is_com",False
3015,5,0,0;3,True,Anger and rigid thinking suggest both anxiety and OCD.,"```json {     'predicted_labels': [0, 3],     'is_",False
9636,2,1,1;2,True,Symptoms of depression and ADHD are present.,"```json {     'predicted_labels': [1, 2],     'is_",False
7820,2,2,2,False,Discussion of ADHD and medication effectiveness.,"```json {     'predicted_labels': [2],     'is_com",True
92,0,0,0,False,Empathy and relating to others suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",True
9392,5,0,0,False,Content suggests enjoyment and potential stress relief.,"```json {     'predicted_labels': [0],     'is_com",False
8048,2,0,0;1,True,Fear and dread suggest anxiety， while hopelessness is indicative of depression.,"```json {     'predicted_labels': [0, 1],     'is_",False
4442,2,2,2,False,Humor masking potential ADHD symptoms.,"```json {     'predicted_labels': [2],     'is_com",True
7600,3,3,3,False,The post suggests repetitive， intrusive thoughts.,"```json {     'predicted_labels': [3],     'is_com",True
